nct_id,title,status,phase,enrollment,start_date,completion_date,enrollment_rate_monthly,enrollment_rate_tier,enrollment_success_pct,success_tier,status_success_score,composite_success_score,success_percentile
NCT03689153,A Study of JNJ-63733657 in Healthy Japanese Participants,COMPLETED,PHASE1,24.0,2018-09-28,2019-07-11,2.5544055944055946,Adequate (1-10/month),25.544055944055945,Significantly Below (<50%),100,51.9,52.55499999999999
NCT01113853,Daily Monitoring of Exhaled Nitric Oxide in Asthmatic Patients,COMPLETED,,40.0,2007-01-01,2010-01-01,1.110948905109489,Adequate (1-10/month),11.10948905109489,Significantly Below (<50%),100,46.5,36.815
NCT01100437,Safety Study to Assess Opiate Withdrawal Signs and Symptoms in Opioid Dependent Patients,TERMINATED,PHASE4,14.0,2010-04-01,2011-03-01,1.275928143712575,Adequate (1-10/month),12.759281437125747,Significantly Below (<50%),10,19.1,4.9799999999999995
NCT07258537,Modified Sims Versus Lumbar Roll Manipulation in Patients With Sacroiliac Joint Dysfunction,ENROLLING_BY_INVITATION,NA,60.0,2024-08-22,2025-12-22,3.7503080082135525,Adequate (1-10/month),37.503080082135526,Significantly Below (<50%),55,41.3,23.74
NCT03354637,A Study of ATI-50002 Topical Solution for the Treatment of Alopecia Areata,TERMINATED,PHASE2,129.0,2017-11-29,2019-09-10,6.041169230769231,Adequate (1-10/month),60.41169230769231,Below (50-75%),10,33.3,13.200000000000001
NCT03547037,"A Study to Evaluate the Safety, Pharmacokinetics, Pharmacodynamics, and Immunogenicity of JNJ-63723283, an Anti-Programmed Cell Death (PD)-1 Monoclonal Antibody, as Monotherapy or in Combination With Erdafitinib in Japanese Participants With Advanced Solid Cancers",COMPLETED,PHASE1,22.0,2018-08-31,2022-07-04,0.477320028510335,Slow (<1/month),4.77320028510335,Significantly Below (<50%),100,46.8,38.440000000000005
NCT03038737,Comparative Study of Biting Force of Injection Molded PEEK and Bre.Flex for Removable Partial Dentures.,UNKNOWN,NA,20.0,2017-03-01,2017-10-01,2.8448598130841125,Adequate (1-10/month),28.448598130841123,Significantly Below (<50%),50,36.6,17.41
NCT03667937,Effectiveness of a Hydrophobic Dressing for Microorganisms' Colonization and Infection Control of Vascular Ulcers,UNKNOWN,PHASE4,204.0,2019-05-15,2021-04-30,8.672849162011174,Adequate (1-10/month),86.72849162011174,Met (75-100%),50,56.3,64.5
NCT05325437,The Effect of Laparoscopic Splenectomy and Azygoportal Disconnection on Liver Reserve Function for Cirrhosis Patients,RECRUITING,NA,20.0,2022-03-01,2025-07-31,0.4878205128205128,Slow (<1/month),4.878205128205129,Significantly Below (<50%),60,34.6,14.729999999999999
NCT02618837,Downstream Versus Upstream Strategy for the Administration of P2Y12 Receptor Blockers,UNKNOWN,PHASE4,2520.0,2015-12-14,2022-08-01,31.671676300578035,Good (10-50/month),200.0,Exceeded (≥100%),50,80.0,87.67
NCT03878537,Recurrence Monitoring in NSCLC Using Circulating Tumor DNA,UNKNOWN,,50.0,2019-03-14,2021-12-31,1.4877810361681332,Adequate (1-10/month),14.877810361681329,Significantly Below (<50%),50,32.3,11.799999999999999
NCT02243137,Study of Platelet Function After Administration of Aspirin Versus Lysine Acetylsalicylate,COMPLETED,PHASE1,30.0,2013-05-01,2014-06-01,2.306060606060606,Adequate (1-10/month),23.060606060606062,Significantly Below (<50%),100,52.4,53.949999999999996
NCT01506037,Bioequivalence Study for Desloratadine OD Tablets 5 mg Under Fed Condition,COMPLETED,PHASE1,36.0,2006-01-01,2006-02-01,35.34967741935484,Good (10-50/month),200.0,Exceeded (≥100%),100,57.9,67.83
NCT05940337,FIT to Grow Old - Functionality of the Immune System and Healthy Aging,COMPLETED,,156.0,2020-11-11,2023-07-31,4.786935483870968,Adequate (1-10/month),47.869354838709675,Significantly Below (<50%),100,60.8,72.99
NCT00394537,Labetalol to Prevent Hypertension and Tachycardia During Fiberoptic Bronchoscopy,COMPLETED,PHASE4,72.0,,2007-05-01,,Slow (<1/month),,Significantly Below (<50%),100,45.8,33.03
NCT04813237,Clinical Implications of Fetal Positioning During Delivery,UNKNOWN,,300.0,2021-03-31,2021-12-30,33.32846715328467,Good (10-50/month),200.0,Exceeded (≥100%),50,62.3,74.94
NCT00728637,Evaluating the Effectiveness of a Family Heart Health Educational Program (The FIT-Heart Study),COMPLETED,NA,501.0,2005-01-01,2008-06-01,12.22970328789094,Good (10-50/month),122.2970328789094,Exceeded (≥100%),100,95.0,95.7
NCT02573337,Perception of Facial Expressions Following Correction of Wrinkles and Folds,COMPLETED,PHASE4,63.0,2015-10-01,2017-01-01,4.187161572052402,Adequate (1-10/month),41.87161572052402,Significantly Below (<50%),100,55.0,61.834999999999994
NCT02536937,A Study of the Effects of Renal Impairment on the Pharmacokinetics and Tolerability of Eliglustat Tartrate,COMPLETED,PHASE1,32.0,2015-09-01,2017-01-01,1.9960655737704918,Adequate (1-10/month),19.960655737704915,Significantly Below (<50%),100,52.6,54.684999999999995
NCT04004637,"CD7 CAR-T Cells for Patients With R/R CD7+ NK/T Cell Lymphoma,T-lymphoblastic Lymphoma and Acute Lymphocytic Leukemia",UNKNOWN,PHASE1,10.0,2019-08-25,2021-06-01,0.47120743034055734,Slow (<1/month),4.712074303405573,Significantly Below (<50%),50,30.8,9.745
NCT01976637,Compression Treatment of Superficial Vein Thrombosis,COMPLETED,NA,80.0,2009-12-01,2013-11-01,1.7017470300489168,Adequate (1-10/month),17.01747030048917,Significantly Below (<50%),100,56.4,64.88000000000001
NCT06275737,"POP-UP: a Single-arm, Two-cohort Study: Trimodal Prehab for Upper GI and Pancreatic Cancer",RECRUITING,NA,72.0,2024-06-24,2028-06-01,1.5241168289290683,Adequate (1-10/month),15.241168289290682,Significantly Below (<50%),60,38.8,20.244999999999997
NCT04637737,Effect of Anterioposterior Weight Shifting Training With Visual Biofeedback in Subacute Stroke,UNKNOWN,NA,50.0,2014-10-01,2021-06-01,0.6250513347022588,Slow (<1/month),6.250513347022587,Significantly Below (<50%),50,34.0,14.02
NCT04059237,Pilot Study of a Decision Aid Intervention for Family-building After Cancer,COMPLETED,NA,102.0,2020-01-06,2022-12-11,2.9017570093457943,Adequate (1-10/month),29.017570093457945,Significantly Below (<50%),100,58.2,68.795
NCT06516237,Development of Novel Imaging and Molecular Biomarkers of Fibrosis in Patient With Ulcerative Colitis,RECRUITING,NA,50.0,2024-11-21,2026-07-31,2.46677471636953,Adequate (1-10/month),24.6677471636953,Significantly Below (<50%),60,42.0,24.825
NCT01760837,Oral Immunotherapy With Baked Milk Products for Patients Allergic to Cow's Milk - A Multicenter Study,COMPLETED,NA,75.0,2013-02-01,2015-11-01,2.2761714855433697,Adequate (1-10/month),22.7617148554337,Significantly Below (<50%),100,56.0,63.71
NCT05351437,To Assess the Safety and Tolerability of MTx-COVAB36 as a Therapeutic and Prophylactic Treatment Against COVID-19.,COMPLETED,PHASE1,32.0,2022-04-26,2022-11-02,5.126736842105263,Adequate (1-10/month),51.26736842105263,Below (50-75%),100,52.6,54.684999999999995
NCT04429737,"The Effects of Freshwater Clam Extract on Blood Sugar, and Lipid Profile in Prediabetes Patients",UNKNOWN,NA,180.0,2017-03-01,2022-03-01,3.0006571741511503,Adequate (1-10/month),30.0065717415115,Significantly Below (<50%),50,49.4,46.42
NCT07188337,Characteristics of Diabetic Foot Ulcer Patients,RECRUITING,,200.0,2025-07-27,2025-11-01,62.76288659793815,Excellent (>50/month),200.0,Exceeded (≥100%),60,62.3,74.94
NCT00038337,Improving Functional Health Literacy in Older Veterans,COMPLETED,PHASE2,240.0,2001-04-01,2004-05-01,6.48809946714032,Adequate (1-10/month),64.88099467140319,Below (50-75%),100,69.2,81.28
NCT00464945,Wyeth Study To Evaluate a 13-valent Pneumococcal Conjugate Vaccine in Infants,COMPLETED,PHASE3,269.0,2007-06-01,2008-09-01,17.878515283842795,Good (10-50/month),178.78515283842796,Exceeded (≥100%),100,76.5,85.3
NCT04598945,Acquisition and Retention of Motor Memories in Adults and Typically Developing Children,UNKNOWN,NA,60.0,2020-10-20,2022-11-01,2.4614555256064694,Adequate (1-10/month),24.614555256064694,Significantly Below (<50%),50,39.8,21.47
NCT03408145,Stem Cell and Growth Factor Injury and Arthritis Clinical Research Study,COMPLETED,NA,88.0,2018-01-04,2020-10-10,2.6521980198019803,Adequate (1-10/month),26.521980198019808,Significantly Below (<50%),100,57.0,66.12
NCT01684345,Safety and Efficacy Study of Gevokizumab to Treat Active Non-infectious Uveitis,TERMINATED,PHASE3,200.0,2012-08-01,,,Slow (<1/month),,Significantly Below (<50%),10,29.0,8.76
NCT06606145,Reduction of Arm Volume and Improvement in Lymphedema Via Surgery,COMPLETED,NA,179.0,2011-01-01,2022-12-01,1.2520128676470588,Adequate (1-10/month),12.520128676470588,Significantly Below (<50%),100,59.3,70.815
NCT06296745,Intrathecal Pemetrexed for Leptomeningeal Metastasis From Lung Adenocarcinoma That Progressed After Osimertinib.,RECRUITING,PHASE2,36.0,2025-09-01,2027-03-20,1.9395398230088499,Adequate (1-10/month),19.3953982300885,Significantly Below (<50%),60,40.9,22.82
NCT06017245,The Bone-Myoregulation Reflex and Development of Sarcopenia in Osteoporosis,COMPLETED,NA,60.0,2023-08-29,2023-12-29,14.970491803278687,Good (10-50/month),149.70491803278688,Exceeded (≥100%),100,59.8,71.61
NCT04052945,"Efficacy, Safety and Underlying Mechanisms of Sphenopalatine Ganglion Acupuncture for Seasonal Allergic Rhinitis",UNKNOWN,NA,70.0,2020-03-25,2022-12-31,2.107616221562809,Adequate (1-10/month),21.07616221562809,Significantly Below (<50%),50,40.6,22.575
NCT01655745,Positron Emission Tomography (PET) Study for Staging of Muscle Invasive Bladder Cancer,COMPLETED,NA,22.0,2012-07-24,2019-02-01,0.2810239194292908,Slow (<1/month),2.810239194292908,Significantly Below (<50%),100,46.8,38.440000000000005
NCT06169345,The Long-term Course of Moderate Tricuspid Regurgitation,COMPLETED,,250.0,2021-05-01,2023-02-01,11.872074882995319,Good (10-50/month),118.72074882995318,Exceeded (≥100%),100,73.3,83.61
NCT02563145,Real-time fMRI for the Treatment of Aggressive Behavior in Adolescents,COMPLETED,NA,37.0,2015-10-01,2019-07-01,0.8227027027027027,Slow (<1/month),8.227027027027027,Significantly Below (<50%),100,48.0,42.945
NCT03835845,A Clinical Study to Assess the Safety and Clinical Performance of a New Dressing (PICO7Y) in Breast Surgery Patients,COMPLETED,NA,40.0,2019-03-08,2020-02-29,3.4011173184357544,Adequate (1-10/month),34.011173184357546,Significantly Below (<50%),100,53.2,56.665
NCT05485545,Asynchrony in Operated Tetralogy of Fallot,UNKNOWN,NA,30.0,2022-09-01,2024-09-01,1.249247606019152,Adequate (1-10/month),12.49247606019152,Significantly Below (<50%),50,32.4,12.025
NCT03620045,An Exercise Intervention to Improve the Eating Patterns of Preadolescent Children at High Risk for Obesity,COMPLETED,NA,92.0,2017-06-14,2021-08-04,1.8521693121693121,Adequate (1-10/month),18.521693121693122,Significantly Below (<50%),100,57.4,67.05499999999999
NCT03348345,"Efficacy of Eat Breathe Thrive, a Yoga-Based Program",COMPLETED,NA,266.0,2018-01-31,2019-10-04,13.252111292962358,Good (10-50/month),132.52111292962357,Exceeded (≥100%),100,76.3,85.1
NCT00640445,Military to Civilian: Trial of an Intervention to Promote Postdeployment Reintegration,COMPLETED,PHASE2,1292.0,2011-06-01,2013-09-01,47.78673147023087,Good (10-50/month),200.0,Exceeded (≥100%),100,100.0,99.185
NCT06091345,Midodrine Plus Albumin Versus Midodrine Alone to Prevent Cirrhosis Related Complications in Children With Cirrhosis and Ascites,RECRUITING,NA,60.0,2023-11-02,2025-12-31,2.3118987341772153,Adequate (1-10/month),23.11898734177215,Significantly Below (<50%),60,42.8,25.929999999999996
NCT04650945,"In-hospital Diabetes Management With Flash Glucose Monitoring (isCGM) - the INDIGO Study, Part A",TERMINATED,NA,13.0,2021-01-04,2022-11-16,0.5810866372980911,Slow (<1/month),5.81086637298091,Significantly Below (<50%),10,19.0,4.84
NCT03162445,Bone Mass Accrual in Children With Autism Spectrum Disorder,COMPLETED,,49.0,2010-01-11,2016-01-01,0.6838881247134342,Slow (<1/month),6.838881247134341,Significantly Below (<50%),100,47.3,40.475
NCT03610945,"Drug-drug Interaction Study Between EDP-305, Fluconazole and Quinidine in Healthy Volunteers",COMPLETED,PHASE1,48.0,2018-07-19,2018-08-21,44.276363636363634,Good (10-50/month),200.0,Exceeded (≥100%),100,63.8,76.78
NCT01923545,Phase II Study of DA-3031(PEG-G-CSF) in Chemotherapy-induced Neutropenia,COMPLETED,PHASE2,61.0,2010-07-01,2011-05-01,6.108026315789473,Adequate (1-10/month),61.08026315789474,Below (50-75%),100,54.9,61.55500000000001
NCT03254745,Evaluation of Pharmacist's Intervention in Improving Treatment Outcomes of Rheumatoid Arthritis: A Randomized Controlled Trial,COMPLETED,NA,400.0,2017-12-19,2018-08-17,50.52282157676349,Excellent (>50/month),200.0,Exceeded (≥100%),100,92.0,93.78999999999999
NCT06214845,Early-goal Directed Automated Red Blood Cell Exchange for Acute Chest Syndrome in Sickle Cell Disease,NOT_YET_RECRUITING,NA,130.0,2024-03-01,2026-09-01,4.3295404814004375,Adequate (1-10/month),43.29540481400438,Significantly Below (<50%),30,39.4,20.94
NCT02923245,POCUS Assessment of Bladder Fullness for Girls Awaiting Radiology-Performed Transabdominal Pelvic Ultrasound,COMPLETED,NA,120.0,2015-09-01,2016-11-05,8.475174013921114,Adequate (1-10/month),84.75174013921114,Met (75-100%),100,64.6,77.59
NCT06157645,Prophylactic Mesh Reinforcement for Stoma Closure,COMPLETED,NA,62.0,2024-09-01,2025-09-01,5.1706301369863015,Adequate (1-10/month),51.70630136986302,Below (50-75%),100,55.0,61.834999999999994
NCT03874845,Neural Mechanisms of Mindfulness-based Cognitive Therapy (MBCT) for Posttraumatic Stress Disorder (PTSD)_VA Only,WITHDRAWN,NA,0.0,2022-01-29,2023-06-01,,Slow (<1/month),0.0,Significantly Below (<50%),5,14.8,1.6650000000000003
NCT07045545,A Multicenter Randomized Controlled Trial Comparing Platelet-Rich Fibrin and Ventral Dartos Flap as Intermediate Layers in Tabularized Incised Plate (TIP) Urethroplasty for Distal Hypospadias With Mild Penile Curvature,ENROLLING_BY_INVITATION,NA,5.0,2025-06-05,2026-06-05,0.41698630136986303,Slow (<1/month),4.16986301369863,Significantly Below (<50%),55,31.9,11.295
NCT01916772,Natural History of Cherubism Observational Study,COMPLETED,,33.0,2013-07-01,2016-09-01,0.8674611398963731,Slow (<1/month),8.67461139896373,Significantly Below (<50%),100,46.0,34.1
NCT02309372,Depression Therapy to Improve Cardiovascular Risk in HIV,COMPLETED,NA,54.0,2015-04-01,2019-04-01,1.1250924024640656,Adequate (1-10/month),11.250924024640657,Significantly Below (<50%),100,49.3,46.265
NCT07287072,Pain Reprocessing Therapy for Chronic Primary Pain,NOT_YET_RECRUITING,NA,12.0,2026-02-01,2026-12-31,1.096936936936937,Adequate (1-10/month),10.969369369369371,Significantly Below (<50%),30,25.0,7.23
NCT05017272,Technology for MAT in Primary Care - Phase 2,COMPLETED,NA,246.0,2021-05-01,2023-08-31,8.789014084507043,Adequate (1-10/month),87.89014084507043,Met (75-100%),100,74.7,84.33500000000001
NCT04629872,Fingolimod in Endovascular Treatment of Ischemic Stroke,UNKNOWN,PHASE2,30.0,2020-11-12,2023-12-30,0.7989501312335959,Slow (<1/month),7.989501312335959,Significantly Below (<50%),50,32.4,12.025
NCT02873572,Vulnerability Markers in Pathological Gambling,UNKNOWN,NA,80.0,2010-04-01,2017-12-01,0.8694037843627277,Slow (<1/month),8.694037843627276,Significantly Below (<50%),50,36.4,17.14
NCT06525272,"A Study to Evaluate the Safety, Tolerability, and Preliminary Efficacy of OsrhCT in Patients With Pleurisy",NOT_YET_RECRUITING,PHASE1,72.0,2024-07-01,2025-12-01,4.231042471042471,Adequate (1-10/month),42.31042471042471,Significantly Below (<50%),30,34.8,15.040000000000001
NCT02750072,INfrapatellar Versus SUprapatellar Reamed Intramedullary Nailing for Fractures of the Tibia,COMPLETED,NA,248.0,2016-09-13,2023-10-12,2.9203558994197296,Adequate (1-10/month),29.203558994197294,Significantly Below (<50%),100,69.8,81.785
NCT02157272,Rivaroxaban in Thrombotic Antiphospholipid Syndrome,TERMINATED,PHASE3,121.0,2014-12-01,2018-01-25,3.200034752389227,Adequate (1-10/month),32.00034752389227,Significantly Below (<50%),10,32.7,12.370000000000001
NCT05428072,"Alcohol, Gut Leakiness, & Liver Disease",COMPLETED,EARLY_PHASE1,195.0,2003-01-01,2015-03-01,1.336289959477713,Adequate (1-10/month),13.362899594777128,Significantly Below (<50%),100,60.6,72.785
NCT01372072,A Study to Investigate the Effects of Heated Humidification During Non-Invasive Ventilation,COMPLETED,NA,15.0,2012-02-01,2014-09-30,0.4697530864197531,Slow (<1/month),4.697530864197532,Significantly Below (<50%),100,46.2,35.089999999999996
NCT01580072,Telemonitoring of Patients With COPD in Carinthia,COMPLETED,NA,65.0,2010-02-01,2014-02-01,1.354277891854894,Adequate (1-10/month),13.54277891854894,Significantly Below (<50%),100,50.2,48.04
NCT01320072,Diagnosis of Aspirin Hypersensitivity in Aspirin Exacerbated Respiratory Disease,TERMINATED,,29.0,2010-05-01,2022-05-26,0.20026315789473684,Slow (<1/month),2.0026315789473688,Significantly Below (<50%),10,18.7,4.455
NCT00946972,"A Study to Evaluate the Safety, Tolerability, Pharmacokinetics, and Pharmacodynamics of Multiple Doses of JNJ-38431055 in Volunteers With Type 2 Diabetes Mellitus",TERMINATED,PHASE1,33.0,2009-07-01,2009-11-01,8.166829268292682,Adequate (1-10/month),81.66829268292683,Met (75-100%),10,25.6,7.595000000000001
NCT04195672,NIPE as an Indicator of Pain in Sedated/Ventilated Patient Under 3 Years-old Hospitalized in Intensive Care Unit,COMPLETED,,32.0,2017-11-01,2019-04-30,1.7873027522935783,Adequate (1-10/month),17.873027522935782,Significantly Below (<50%),100,50.9,49.370000000000005
NCT05079672,"Efficacy and Safety of Dexmedetomidine in the Analgesic Prophylaxis , in Patients Undergoing Cardiovascular Surgery",UNKNOWN,PHASE4,102.0,2021-10-07,2023-10-10,4.235852660300137,Adequate (1-10/month),42.35852660300136,Significantly Below (<50%),50,43.2,26.840000000000003
NCT02708472,Safety and Efficacy of Synchronized Transcranial Magnetic Stimulation for the Treatment of Generalized Anxiety Disorder,WITHDRAWN,NA,0.0,2016-04-01,2018-01-22,,Slow (<1/month),0.0,Significantly Below (<50%),5,14.8,1.6650000000000003
NCT00044772,Study Evaluating Venlafaxine ER in Patients With Panic Disorder,COMPLETED,PHASE3,653.0,2001-11-01,2003-04-01,38.52193798449612,Good (10-50/month),200.0,Exceeded (≥100%),100,95.0,95.7
NCT02075372,CrossBoss and Hybrid Registry on Coronary Chronic Total Occlusions,COMPLETED,,1177.0,2014-01-01,2017-01-01,32.68967153284672,Good (10-50/month),200.0,Exceeded (≥100%),100,93.3,94.325
NCT05132595,Esketamine vs. Ketorolac for Prevention of Postoperative Pain and Cognitive Dysfunction After Total Knee Arthroplasty,UNKNOWN,NA,160.0,2021-11-30,2022-07-30,20.125619834710744,Good (10-50/month),200.0,Exceeded (≥100%),50,52.8,55.31
NCT03898895,COmbination of Radiotherapy With Anti-PD-1 Antibody for unREseCtable Biliary Tract Cancer,UNKNOWN,PHASE2,36.0,2019-12-10,2024-11-01,0.6128859060402685,Slow (<1/month),6.128859060402685,Significantly Below (<50%),50,32.9,12.53
NCT06831695,Comparison of Surgical Outcomes of Craniotomy and Craniectomy in Posterior Fossa Lesions,NOT_YET_RECRUITING,NA,80.0,2025-03-04,2026-03-01,6.72707182320442,Adequate (1-10/month),67.2707182320442,Below (50-75%),30,35.4,15.765
NCT04437095,Positive Suggestions Via MP3 Messages,COMPLETED,NA,149.0,2020-08-17,2025-02-07,2.7740428134556576,Adequate (1-10/month),27.740428134556574,Significantly Below (<50%),100,61.9,74.265
NCT06754995,Diagnostic Feasibility of 100 Hz Tetanic Stimulation,RECRUITING,,40.0,2025-01-06,2027-12-31,1.1180899908172637,Adequate (1-10/month),11.180899908172636,Significantly Below (<50%),60,34.5,14.52
NCT00150995,Tetrathiomolybdate in Hormone Refractory Prostate Cancer,COMPLETED,PHASE2,19.0,2001-05-01,2006-04-01,0.32202672605790644,Slow (<1/month),3.2202672605790648,Significantly Below (<50%),100,46.5,36.815
NCT06195995,Brain Mechanism and Intervention of Executive-control Dysfunction Among Gambling Disorder,UNKNOWN,NA,20.0,2024-01-15,2025-12-31,0.8502793296089386,Slow (<1/month),8.502793296089386,Significantly Below (<50%),50,31.6,10.905
NCT03335995,Stroke Prognosis in Intensive CarE,COMPLETED,,364.0,2017-10-18,2020-11-18,9.831552795031056,Adequate (1-10/month),98.31552795031058,Met (75-100%),100,82.5,89.165
NCT06047795,Endurance Training in Patients With Post-TB Lung Disease,COMPLETED,NA,36.0,2023-09-11,2024-06-30,3.740068259385666,Adequate (1-10/month),37.40068259385666,Significantly Below (<50%),100,52.9,55.55
NCT04793295,Study to Investigate Drug-Drug Interaction Between MT-7117 and Test Drugs in Healthy Subjects,COMPLETED,PHASE1,112.0,2021-03-23,2022-02-04,10.721006289308177,Good (10-50/month),107.21006289308175,Exceeded (≥100%),100,64.0,77.025
NCT00338195,Assessment and Treatment of Caffeine Dependence,COMPLETED,PHASE1,94.0,2001-05-01,2009-12-01,0.9124234693877551,Slow (<1/month),9.124234693877552,Significantly Below (<50%),100,52.5,54.345
NCT03519295,A Study of mDCF in Combination or Not With Atezolizumab in Advanced Squamous Cell Anal Carcinoma,COMPLETED,PHASE2,97.0,2018-07-03,2023-09-20,1.5499632545931759,Adequate (1-10/month),15.499632545931757,Significantly Below (<50%),100,52.8,55.31
NCT06897995,Aerobic Exercise on Platelet Mitochondrial Function,COMPLETED,NA,36.0,2023-07-01,2024-05-31,3.271164179104478,Adequate (1-10/month),32.71164179104478,Significantly Below (<50%),100,52.9,55.55
NCT00023595,Comparison of Surgical and Medical Treatment for Congestive Heart Failure and Coronary Artery Disease,COMPLETED,PHASE3,2136.0,2002-01-01,2015-11-01,12.870118764845607,Good (10-50/month),128.70118764845606,Exceeded (≥100%),100,95.0,95.7
NCT02368795,Non-inferiority of Pharmacological Prevention Alone Versus Pancreatic Stents to Prevent Post-ERCP Pancreatitis,UNKNOWN,NA,400.0,2015-02-01,,,Slow (<1/month),,Significantly Below (<50%),50,57.0,66.12
NCT04695795,Sea Water in Allergic Conjunctivitis,UNKNOWN,,50.0,2021-02-01,2022-12-01,2.2784431137724552,Adequate (1-10/month),22.78443113772455,Significantly Below (<50%),50,37.3,18.35
NCT01439295,Ascorbyl Peroxide Association With Bronchopulmonary Dysplasia,COMPLETED,,51.0,2010-08-01,2015-11-01,0.809405630865485,Slow (<1/month),8.094056308654848,Significantly Below (<50%),100,47.4,40.98
NCT00880139,Study Investigating the Levels and Effects of Low-grade Inflammation in Diabetic Retinopathy of Type 1 Diabetes,TERMINATED,,33.0,2009-06-01,2012-09-01,0.8455555555555556,Slow (<1/month),8.455555555555556,Significantly Below (<50%),10,19.0,4.84
NCT07218939,Universal Biospecimen Collection Protocol for Extra Material From Clinical Pulmonary Procedures,RECRUITING,,12000.0,2025-10-08,2032-12-01,139.9004212945232,Excellent (>50/month),200.0,Exceeded (≥100%),60,86.3,91.725
NCT05921539,Does Axillary Nerve and Inferior Capsule Release Add Extra Benefit in Treating Patients With Adhesive Capsulitis,UNKNOWN,NA,72.0,2021-12-01,2025-03-01,1.8479595278246208,Adequate (1-10/month),18.479595278246208,Significantly Below (<50%),50,40.8,22.745
NCT00327639,Factors Promoting Increased Rate and Success of Pregnancy in the Thalassemia Population in Toronto,UNKNOWN,,50.0,2005-07-01,,,Slow (<1/month),,Significantly Below (<50%),50,27.3,8.155
NCT03832439,Probiotic Supplementation on Weight Loss,COMPLETED,NA,18.0,2019-01-17,2021-04-28,0.6585576923076923,Slow (<1/month),6.585576923076923,Significantly Below (<50%),100,46.4,36.26
NCT02788539,Our Whole Lives: Online Chronic Pain Management,COMPLETED,NA,43.0,2016-06-01,2018-01-01,2.2606563039723664,Adequate (1-10/month),22.606563039723664,Significantly Below (<50%),100,53.4,57.35
NCT07291739,A Clinical Evaluation of a Phakic Intraocular Lens,COMPLETED,NA,47.0,2022-08-22,2024-10-18,1.8155837563451778,Adequate (1-10/month),18.155837563451776,Significantly Below (<50%),100,53.8,58.065
NCT04400539,The IMmunotherapy Pleural 5-ALA PDT,RECRUITING,PHASE2,20.0,2022-05-09,2026-05-09,0.4167008898015058,Slow (<1/month),4.167008898015058,Significantly Below (<50%),60,34.6,14.729999999999999
NCT06624839,Evaluating Gardasil HPV Vaccine Humoral and Cellular Immune Responses in People With and Without HIV,RECRUITING,PHASE2,120.0,2025-03-15,2028-01-01,3.5741682974559685,Adequate (1-10/month),35.74168297455969,Significantly Below (<50%),60,47.6,41.775
NCT04573439,Protein Requirements for Active Children,RECRUITING,NA,30.0,2021-08-16,2026-07-01,0.5130337078651686,Slow (<1/month),5.130337078651685,Significantly Below (<50%),60,35.4,15.765
NCT02603939,Understanding Pain Perception in Osteoarthritis,UNKNOWN,,250.0,2013-06-01,2022-12-01,2.1930835734870318,Adequate (1-10/month),21.930835734870318,Significantly Below (<50%),50,53.3,57.14
NCT05228639,COVID-19 Surveillance in Rural Mozambique for Prompt and Effective Response,COMPLETED,,6494.0,2020-12-01,2022-08-31,309.8391222570533,Excellent (>50/month),200.0,Exceeded (≥100%),100,98.3,97.505
NCT01238939,Study of NK012 and 5-FU/LV in Solid Tumors Followed by Dose Expansion in Colorectal Cancer,COMPLETED,PHASE1,35.0,2010-08-01,2014-03-01,0.8145259938837921,Slow (<1/month),8.14525993883792,Significantly Below (<50%),100,47.8,42.42
NCT04518839,"The Comparison of Cognition, Depression and Anxiety, and Quality of Life After Hip Fracture Surgery Under General or Regional Anesthesia",UNKNOWN,,140.0,2020-08-01,2021-09-01,10.761616161616162,Good (10-50/month),107.6161616161616,Exceeded (≥100%),50,49.5,46.58
NCT01976039,Rhinopharyngeal Retrograde Clearance is Effective to Adequate Upper Airways Function in Adults,COMPLETED,NA,24.0,2012-07-01,2012-08-01,23.566451612903226,Good (10-50/month),200.0,Exceeded (≥100%),100,56.9,65.89500000000001
NCT00176839,Stem Cell Transplantation for Hematological Malignancies,TERMINATED,PHASE2,11.0,2000-06-07,2012-02-01,0.07867481203007519,Slow (<1/month),0.7867481203007518,Significantly Below (<50%),10,18.9,4.6899999999999995
NCT06231277,Phase I Clinical Trial of BH002 in Patients With Advanced Solid Tumors,COMPLETED,PHASE1,12.0,2022-04-26,2023-03-31,1.0775221238938053,Adequate (1-10/month),10.775221238938054,Significantly Below (<50%),100,46.0,34.1
NCT06903377,Study of ZG005 Combined With Gecacitinib in Patients With Advanced Non-Small Cell Lung Cancer,RECRUITING,PHASE1,50.0,2025-05-23,2027-05-01,2.1497175141242937,Adequate (1-10/month),21.497175141242938,Significantly Below (<50%),60,42.0,24.825
NCT00750477,Efficacy & Safety Study Evaluating Natural Eggshell Membrane (NEM) in the Treatment of Osteoarthritis,COMPLETED,NA,67.0,2004-12-01,2006-05-01,3.9524806201550384,Adequate (1-10/month),39.52480620155039,Significantly Below (<50%),100,55.4,62.56
NCT02596477,Evaluation of Vepoloxamer in Chronic Heart Failure,TERMINATED,PHASE2,10.0,2015-10-01,,,Slow (<1/month),,Significantly Below (<50%),10,13.8,0.83
NCT02339077,Group B Streptococcus (GBS) Associated Stillbirths in a High Burden Setting,COMPLETED,,354.0,2014-10-01,2015-12-01,25.295211267605634,Good (10-50/month),200.0,Exceeded (≥100%),100,81.7,88.97
